Name,Price,Description,Category,SKU,Tags,Stock_Status
Regirock,£66.00,"Regirock’s body is composed entirely of rocks. Recently, a study made the startling discovery that the rocks were all unearthed from different locations.","Pokemon, Rock Peak",5687,"Clear Body, regirock, Rock Peak",65 in stock
Regice,£165.00,"Regice cloaks itself with frigid air of -328 degrees Fahrenheit. Things will freeze solid just by going near this Pokémon. Its icy body is so cold, it will not melt even if it is immersed in magma.","Iceberg, Pokemon",2261,"Clear Body, Iceberg, regice",107 in stock
Registeel,£196.00,Registeel was imprisoned by people in ancient times. The metal composing its body is thought to be a curious substance that is not of this earth.,"Iron, Pokemon",6723,"Clear Body, Iron, registeel",67 in stock
Latias,£126.00,Latias is highly intelligent and capable of understanding human speech. It is covered with a glass-like down. The Pokémon enfolds its body with its down and refracts light to alter its appearance.,"Eon, Pokemon",5077,"Eon, latias, Levitate",245 in stock
Latios,£166.00,Latios will only open its heart to a Trainer with a compassionate spirit. This Pokémon can fly faster than a jet plane by folding its forelegs to minimize air resistance.,"Eon, Pokemon",7850,"Eon, latios, Levitate",197 in stock
Kyogre,£27.00,"Kyogre is said to be the personification of the sea itself. Legends tell of its many clashes against Groudon, as each sought to gain the power of nature.","Pokemon, Sea Basin",5206,"Drizzle, kyogre, Sea Basin",136 in stock
Groudon,£124.00,"Through Primal Reversion and with nature’s full power, it will take back its true form. It can cause magma to erupt and expand the landmass of the world.","Continent, Pokemon",6626,"Continent, Drought, groudon",138 in stock
Rayquaza,£97.00,"It flies forever through the ozone layer, consuming meteoroids for sustenance. The many meteoroids in its body provide the energy it needs to Mega Evolve.","Pokemon, Sky High",5410,"Air Lock, rayquaza, Sky High",31 in stock
Jirachi,£111.00,Jirachi will awaken from its sleep of a thousand years if you sing to it in a voice of purity. It is said to make true any wish that people desire.,"Pokemon, Wish",7952,"jirachi, Serene Grace, Wish",294 in stock
Turtwig,£101.00,"It undertakes photosynthesis with its body, making oxygen. The leaf on its head wilts if it is thirsty.","Pokemon, Tiny Leaf",8788,"Overgrow, Tiny Leaf, turtwig",254 in stock
Grotle,£154.00,It knows where pure water wells up. It carries fellow Pokémon there on its back.,"Grove, Pokemon",7359,"grotle, Grove, Overgrow",187 in stock
Torterra,£87.00,Small Pokémon occasionally gather on its unmoving back to begin building their nests.,"Continent, Pokemon",8373,"Continent, Overgrow, torterra",146 in stock
Chimchar,£143.00,The gas made in its belly burns from its rear end. The fire burns weakly when it feels sick.,"Chimp, Pokemon",5021,"Blaze, chimchar, Chimp",242 in stock
Monferno,£68.00,It uses ceilings and walls to launch aerial attacks. Its fiery tail is but one weapon.,"Playful, Pokemon",8413,"Blaze, monferno, Playful",299 in stock
Infernape,£165.00,It tosses its enemies around with agility. It uses all its limbs to fight in its own unique style.,"Flame, Pokemon",3225,"Blaze, Flame, infernape",82 in stock
Prinplup,£177.00,It lives a solitary life. Its wings deliver wicked blows that can snap even the thickest of trees.,"Penguin, Pokemon",5785,"Penguin, prinplup, Torrent",52 in stock
Empoleon,£42.00,The three horns that extend from its beak attest to its power. The leader has the biggest horns.,"Emperor, Pokemon",2449,"Emperor, empoleon, Torrent",232 in stock
Starly,£59.00,"They flock around mountains and fields, chasing after bug Pokémon. Their singing is noisy and annoying.","Pokemon, Starling",3055,"Keen Eye, Starling, starly",110 in stock
Staravia,£158.00,It lives in forests and fields. Squabbles over territory occur when flocks collide.,"Pokemon, Starling",1799,"Intimidate, staravia, Starling",263 in stock
Staraptor,£42.00,"When Staravia evolve into Staraptor, they leave the flock to live alone. They have sturdy wings.","Pokemon, Predator",9866,"Intimidate, Predator, staraptor",131 in stock
Bidoof,£128.00,It constantly gnaws on logs and rocks to whittle down its front teeth. It nests alongside water.,"Plump Mouse, Pokemon",1171,"bidoof, Plump Mouse, Simple",264 in stock
Bibarel,£114.00,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.,"Beaver, Pokemon",6844,"Beaver, bibarel, Simple",156 in stock
Kricketot,£94.00,"When its antennae hit each other, it sounds like the music of a xylophone.","Cricket, Pokemon",9812,"Cricket, kricketot, Shed Skin",137 in stock
Kricketune,£53.00,It signals its emotions with its melodies. Scientists are studying these melodic patterns.,"Cricket, Pokemon",8726,"Cricket, kricketune, Swarm",186 in stock
Shinx,£149.00,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.,"Flash, Pokemon",1507,"Flash, Intimidate, shinx",295 in stock
Luxio,£168.00,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.,"Pokemon, Spark",9734,"Intimidate, luxio, Spark",222 in stock
Luxray,£43.00,Luxray’s ability to see through objects comes in handy when it’s scouting for danger.,"Gleam Eyes, Pokemon",4317,"Gleam Eyes, Intimidate, luxray",227 in stock
Budew,£171.00,"Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen.","Bud, Pokemon",3438,"Bud, budew, Poison Point",62 in stock
Roserade,£155.00,"With the movements of a dancer, it strikes with whips that are densely lined with poison thorns.","Bouquet, Pokemon",7696,"Bouquet, Poison Point, roserade",116 in stock
Cranidos,£47.00,"A lifelong jungle dweller from 100 million years ago, it would snap obstructing trees with headbutts.","Head Butt, Pokemon",8627,"cranidos, Head Butt, Mold Breaker",98 in stock
Rampardos,£196.00,Its skull is as hard as iron. It is a brute that tears down jungle trees while catching prey.,"Head Butt, Pokemon",3536,"Head Butt, Mold Breaker, rampardos",91 in stock
Shieldon,£42.00,It was generated from a fossil dug out of a layer of clay that was older than anyone knows. It has a sturdy face.,"Pokemon, Shield",9942,"Shield, shieldon, Sturdy",284 in stock
Bastiodon,£191.00,Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.,"Pokemon, Shield",6537,"bastiodon, Shield, Sturdy",14 in stock
Burmy,£91.00,"If its cloak is broken in battle, it quickly remakes the cloak with materials nearby.","Bagworm, Pokemon",6129,"Bagworm, burmy, Shed Skin",266 in stock
Mothim,£177.00,It flutters around at night and steals honey from the Combee hive.,"Moth, Pokemon",2443,"Moth, mothim, Swarm",151 in stock
Combee,£111.00,"It collects and delivers honey to its colony. At night, they cluster to form a beehive and sleep.","Pokemon, Tiny Bee",7856,"combee, Honey Gather, Tiny Bee",254 in stock
Vespiquen,£104.00,Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by Combee.,"Beehive, Pokemon",1078,"Beehive, Pressure, vespiquen",123 in stock
Pachirisu,£151.00,A pair may be seen rubbing their cheek pouches together in an effort to share stored electricity.,"EleSquirrel, Pokemon",2264,"EleSquirrel, pachirisu, Run Away",86 in stock
Buizel,£55.00,It inflates the flotation sac around its neck and pokes its head out of the water to see what is going on.,"Pokemon, Sea Weasel",9044,"buizel, Sea Weasel, Swift Swim",62 in stock
Floatzel,£40.00,Its flotation sac developed as a result of pursuing aquatic prey. It can double as a rubber raft.,"Pokemon, Sea Weasel",4591,"floatzel, Sea Weasel, Swift Swim",116 in stock
Cherubi,£101.00,It evolves by sucking the energy out of the small ball where it had been storing nutrients.,"Cherry, Pokemon",5681,"Cherry, cherubi, Chlorophyll",127 in stock
Cherrim,£161.00,"If it senses strong sunlight, it opens its folded petals to absorb the sun’s rays with its whole body.","Blossom, Pokemon",2914,"Blossom, cherrim, Flower Gift",143 in stock
Shellos,£163.00,"Its shape and coloration vary, depending on its habitat.","Pokemon, Sea Slug",4538,"Sea Slug, shellos, Sticky Hold",149 in stock
Gastrodon,£148.00,It apparently had a huge shell for protection in ancient times. It lives in shallow tidal pools.,"Pokemon, Sea Slug",8490,"gastrodon, Sea Slug, Sticky Hold",119 in stock
Ambipom,£36.00,"To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now.","Long Tail, Pokemon",9199,"ambipom, Long Tail, Pickup",247 in stock
Drifloon,£70.00,These Pokémon are called the “Signpost for Wandering Spirits.” Children holding them sometimes vanish.,"Balloon, Pokemon",6748,"Aftermath, Balloon, drifloon",84 in stock
Drifblim,£36.00,"It’s drowsy in daytime, but flies off in the evening in big groups. No one knows where they go.","Blimp, Pokemon",9301,"Aftermath, Blimp, drifblim",233 in stock
Buneary,£180.00,"When it senses danger, it perks up its ears. On cold nights, it sleeps with its head tucked into its fur.","Pokemon, Rabbit",6054,"buneary, Rabbit, Run Away",204 in stock
Lopunny,£123.00,"The ears appear to be delicate. If they are touched roughly, it kicks with its graceful legs.","Pokemon, Rabbit",1079,"Cute Charm, lopunny, Rabbit",85 in stock
Mismagius,£38.00,Its cries sound like incantations to torment the foe. It appears where you least expect it.,"Magical, Pokemon",7198,"Levitate, Magical, mismagius",215 in stock
Honchkrow,£47.00,"Becoming active at night, it is known to swarm with numerous Murkrow in tow.","Big Boss, Pokemon",7873,"Big Boss, honchkrow, Insomnia",56 in stock
Glameow,£39.00,"When it’s happy, Glameow demonstrates beautiful movements of its tail, like a dancing ribbon.","Catty, Pokemon",5014,"Catty, glameow, Limber",96 in stock
Purugly,£128.00,"To make itself appear intimidatingly beefy, it tightly cinches its waist with its twin tails.","Pokemon, Tiger Cat",6724,"Own Tempo, purugly, Tiger Cat",158 in stock
Stunky,£106.00,It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.,"Pokemon, Skunk",7336,"Skunk, Stench, stunky",12 in stock
Skuntank,£112.00,It sprays a stinky fluid from its tail. The fluid smells worse the longer it is allowed to fester.,"Pokemon, Skunk",6511,"Skunk, skuntank, Stench",56 in stock
Bronzong,£110.00,Ancient people believed that petitioning Bronzong for rain was the way to make crops grow.,"Bronze Bell, Pokemon",3873,"Bronze Bell, bronzong, Levitate",191 in stock
Bonsly,£106.00,It prefers an arid atmosphere. It leaks water that looks like tears when adjusting its moisture level.,"Bonsai, Pokemon",2897,"Bonsai, bonsly, Rock Head",273 in stock
Mime-jr,£170.00,"It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon.","Mime, Pokemon",3409,"Mime, mime-jr, Soundproof",188 in stock
Happiny,£67.00,"It carefully carries a round, white rock that it thinks is an egg. It’s bothered by how curly its hair looks.","Playhouse, Pokemon",4766,"happiny, Natural Cure, Playhouse",270 in stock
Chatot,£78.00,"It can learn and speak human words. If they gather, they all learn the same saying.","Music Note, Pokemon",1336,"chatot, Keen Eye, Music Note",261 in stock
Spiritomb,£165.00,It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago.,"Forbidden, Pokemon",7680,"Forbidden, Pressure, spiritomb",51 in stock
Gible,£194.00,"It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close.","Land Shark, Pokemon",6182,"gible, Land Shark, Sand Veil",178 in stock
Gabite,£154.00,"As it digs to expand its nest, it habitually digs up gems that it then hoards in its nest.","Cave, Pokemon",4593,"Cave, gabite, Sand Veil",128 in stock
Garchomp,£62.00,It flies at speeds equal to a jet fighter plane. It never allows its prey to escape.,"Mach, Pokemon",8222,"garchomp, Mach, Sand Veil",65 in stock
Munchlax,£190.00,It conceals food under the long fur on its body. It carts around this food stash and swallows it without chewing.,"Big Eater, Pokemon",3240,"Big Eater, munchlax, Pickup",239 in stock
Riolu,£70.00,The aura that emanates from its body intensifies to alert others if it is afraid or sad.,"Emanation, Pokemon",6986,"Emanation, Inner Focus, riolu",86 in stock
Lucario,£102.00,"By reading the auras of all things, it can tell how others are feeling from over half a mile away.","Aura, Pokemon",1059,"Aura, Inner Focus, lucario",24 in stock
Hippopotas,£189.00,It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet.,"Hippo, Pokemon",2949,"Hippo, hippopotas, Sand Stream",231 in stock
Hippowdon,£140.00,It blasts internally stored sand from ports on its body to create a towering twister for attack.,"Heavyweight, Pokemon",4356,"Heavyweight, hippowdon, Sand Stream",273 in stock
Skorupi,£51.00,It burrows under the sand to lie in wait for prey. Its tail claws can inject its prey with a savage poison.,"Pokemon, Scorpion",8128,"Scorpion, skorupi, Sniper",42 in stock
Drapion,£72.00,It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.,"Ogre Scorpion, Pokemon",6958,"drapion, Ogre Scorpion, Sniper",273 in stock
Croagunk,£145.00,"Inflating its poison sacs, it fills the area with an odd sound and hits flinching opponents with a poison jab.","Pokemon, Toxic Mouth",7116,"croagunk, Dry Skin, Toxic Mouth",207 in stock
Toxicroak,£145.00,Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.,"Pokemon, Toxic Mouth",4991,"Dry Skin, Toxic Mouth, toxicroak",108 in stock
Carnivine,£60.00,It binds itself to trees in marshes. It attracts prey with its sweet-smelling drool and gulps them down.,"Bug Catcher, Pokemon",3611,"Bug Catcher, carnivine, Levitate",245 in stock
Finneon,£172.00,"After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives.","Pokemon, Wing Fish",1938,"finneon, Swift Swim, Wing Fish",66 in stock
Lumineon,£72.00,"To avoid detection by predators, it crawls along the seafloor using the two fins on its chest.","Neon, Pokemon",6600,"lumineon, Neon, Swift Swim",76 in stock
Mantyke,£121.00,"When it swims close to the surface of the ocean, people aboard ships are able to observe the pattern on its back.","Kite, Pokemon",5241,"Kite, mantyke, Water Absorb",117 in stock
Snover,£104.00,"In the spring, it grows berries with the texture of frozen treats around its belly.","Frost Tree, Pokemon",3404,"Frost Tree, snover, Snow Warning",143 in stock
Abomasnow,£46.00,It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.,"Frost Tree, Pokemon",1468,"abomasnow, Frost Tree, Snow Warning",61 in stock
Magnezone,£190.00,It evolved from exposure to a special magnetic field. Three units generate magnetism.,"Magnet Area, Pokemon",1538,"Magnet Area, magnezone, Sturdy",108 in stock
Lickilicky,£101.00,Their saliva contains lots of components that can dissolve anything. The numbness caused by their lick does not dissipate.,"Licking, Pokemon",5442,"lickilicky, Licking, Oblivious",125 in stock
Rhyperior,£79.00,It puts rocks in holes in its palms and uses its muscles to shoot them. Geodude are shot at rare times.,"Drill, Pokemon",1070,"Drill, Lightning Rod, rhyperior",161 in stock
Tangrowth,£108.00,"Its vines grow so profusely that, in the warm season, you can’t even see its eyes.","Pokemon, Vine",8824,"Chlorophyll, tangrowth, Vine",136 in stock
Electivire,£61.00,"It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power.","Pokemon, Thunderbolt",5656,"electivire, Motor Drive, Thunderbolt",155 in stock
Magmortar,£200.00,"It blasts fireballs of over 3,600 degrees Fahrenheit out of its arms. Its breath also sears and sizzles.","Blast, Pokemon",4979,"Blast, Flame Body, magmortar",149 in stock
Togekiss,£158.00,It shares many blessings with people who respect one another’s rights and avoid needless strife.,"Jubilee, Pokemon",7955,"Jubilee, Serene Grace, togekiss",208 in stock
Yanmega,£121.00,This six-legged Pokémon is easily capable of transporting an adult in flight. The wings on its tail help it stay balanced.,"Ogre Darner, Pokemon",6798,"Ogre Darner, Tinted Lens, yanmega",35 in stock
Leafeon,£93.00,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air.","Pokemon, Verdant",2585,"Leaf Guard, leafeon, Verdant",295 in stock
Glaceon,£142.00,It lowers its body heat to freeze its fur. The hairs then become like needles it can fire.,"Fresh Snow, Pokemon",1234,"Fresh Snow, glaceon, Snow Cloak",27 in stock
Gliscor,£28.00,Its flight is soundless. It uses its lengthy tail to carry off its prey… Then its elongated fangs do the rest.,"Fang Scorpion, Pokemon",4537,"Fang Scorpion, gliscor, Sand Veil",60 in stock
Mamoswine,£104.00,Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.,"Pokemon, Twin Tusk",6994,"mamoswine, Oblivious, Twin Tusk",284 in stock
Gallade,£149.00,"A master of courtesy and swordsmanship, it fights using extending swords on its elbows.","Blade, Pokemon",8023,"Blade, gallade, Steadfast",271 in stock
Probopass,£181.00,It freely controls three small units called Mini-Noses using magnetic force.,"Compass, Pokemon",9871,"Compass, probopass, Sturdy",141 in stock
Dusknoir,£158.00,The antenna on its head captures radio waves from the world of spirits that command it to take people there.,"Gripper, Pokemon",1866,"dusknoir, Gripper, Pressure",171 in stock
Froslass,£86.00,Legends in snowy regions say that a woman who was lost on an icy mountain was reborn as Froslass.,"Pokemon, Snow Land",1920,"froslass, Snow Cloak, Snow Land",67 in stock
Rotom,£42.00,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.,"Plasma, Pokemon",3751,"Levitate, Plasma, rotom",208 in stock
Uxie,£200.00,It is said that its emergence gave humans the intelligence to improve their quality of life.,"Knowledge, Pokemon",9949,"Knowledge, Levitate, uxie",138 in stock
Mesprit,£25.00,It sleeps at the bottom of a lake. Its spirit is said to leave its body to fly on the lake’s surface.,"Emotion, Pokemon",3231,"Emotion, Levitate, mesprit",152 in stock
Azelf,£32.00,"It is thought that Uxie, Mesprit, and Azelf all came from the same egg.","Pokemon, Willpower",2350,"azelf, Levitate, Willpower",233 in stock
Dialga,£179.00,It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.,"Pokemon, Temporal",5942,"dialga, Pressure, Temporal",104 in stock
Palkia,£151.00,It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.,"Pokemon, Spatial",7745,"palkia, Pressure, Spatial",54 in stock
Heatran,£142.00,"Boiling blood, like magma, circulates through its body. It makes its dwelling place in volcanic caves.","Lava Dome, Pokemon",3485,"Flash Fire, heatran, Lava Dome",120 in stock
Regigigas,£77.00,There is an enduring legend that states this Pokémon towed continents with ropes.,"Colossal, Pokemon",7091,"Colossal, regigigas, Slow Start",226 in stock
Cresselia,£34.00,Those who sleep holding Cresselia’s feather are assured of joyful dreams. It is said to represent the crescent moon.,"Lunar, Pokemon",9194,"cresselia, Levitate, Lunar",16 in stock
Phione,£155.00,"It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted.","Pokemon, Sea Drifter",9776,"Hydration, phione, Sea Drifter",245 in stock
Manaphy,£74.00,It starts its life with a wondrous power that permits it to bond with any kind of Pokémon.,"Pokemon, Seafaring",6259,"Hydration, manaphy, Seafaring",186 in stock
Darkrai,£59.00,It can lull people to sleep and make them dream. It is active during nights of the new moon.,"Pitch-Black, Pokemon",9841,"Bad Dreams, darkrai, Pitch-Black",223 in stock
Arceus,£53.00,It is told in mythology that this Pokémon was born before the universe even existed.,"Alpha, Pokemon",1626,"Alpha, arceus, Multitype",72 in stock
Victini,£109.00,"When it shares the infinite energy it creates, that being’s entire body will be overflowing with power.","Pokemon, Victory",1260,"victini, Victory, Victory Star",174 in stock
Snivy,£102.00,"They photosynthesize by bathing their tails in sunlight. When they are not feeling well, their tails droop.","Grass Snake, Pokemon",6745,"Grass Snake, Overgrow, snivy",47 in stock
Servine,£154.00,"When it gets dirty, its leaves can’t be used in photosynthesis, so it always keeps itself clean.","Grass Snake, Pokemon",3149,"Grass Snake, Overgrow, servine",82 in stock
Serperior,£88.00,It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.,"Pokemon, Regal",8781,"Overgrow, Regal, serperior",164 in stock
Tepig,£195.00,"It loves to eat roasted berries, but sometimes it gets too excited and burns them to a crisp.","Fire Pig, Pokemon",3764,"Blaze, Fire Pig, tepig",66 in stock
Pignite,£149.00,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke.","Fire Pig, Pokemon",5631,"Blaze, Fire Pig, pignite",151 in stock
Emboar,£32.00,It has mastered fast and powerful fighting moves. It grows a beard of fire.,"Mega Fire Pig, Pokemon",1657,"Blaze, emboar, Mega Fire Pig",258 in stock
Oshawott,£194.00,"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing.","Pokemon, Sea Otter",5544,"oshawott, Sea Otter, Torrent",157 in stock
Dewott,£57.00,"As a result of strict training, each Dewott learns different forms for using the scalchops.","Discipline, Pokemon",9988,"dewott, Discipline, Torrent",141 in stock
Samurott,£106.00,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.,"Formidable, Pokemon",7758,"Formidable, samurott, Torrent",279 in stock
Patrat,£116.00,"Extremely cautious, one of them will always be on the lookout, but it won’t notice a foe coming from behind.","Pokemon, Scout",2903,"Keen Eye, patrat, Scout",294 in stock
Watchog,£141.00,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches.","Lookout, Pokemon",1555,"Keen Eye, Lookout, watchog",294 in stock
Lillipup,£28.00,"Though it is a very brave Pokémon, it’s also smart enough to check its foe’s strength and avoid battle.","Pokemon, Puppy",9237,"lillipup, Pickup, Puppy",29 in stock
Herdier,£164.00,"It has black, cape-like fur that is very hard and decreases the amount of damage it receives.","Loyal Dog, Pokemon",9141,"herdier, Intimidate, Loyal Dog",227 in stock
Stoutland,£37.00,Being wrapped in its long fur is so comfortable that a person would be fine even overnight on a wintry mountain.,"Big-Hearted, Pokemon",6800,"Big-Hearted, Intimidate, stoutland",80 in stock
Purrloin,£167.00,"They steal from people for fun, but their victims can’t help but forgive them. Their deceptively cute act is perfect.","Devious, Pokemon",5704,"Devious, Limber, purrloin",270 in stock
Liepard,£104.00,"Stealthily, it sneaks up on its target, striking from behind before its victim has a chance to react.","Cruel, Pokemon",5653,"Cruel, liepard, Limber",32 in stock
Pansage,£197.00,It’s good at finding berries and gathers them from all over. It’s kind enough to share them with friends.,"Grass Monkey, Pokemon",6206,"Gluttony, Grass Monkey, pansage",195 in stock
Simisage,£98.00,"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.","Pokemon, Thorn Monkey",5701,"Gluttony, simisage, Thorn Monkey",286 in stock
Pansear,£194.00,This Pokémon lives in caves in volcanoes. The fire within the tuft on its head can reach 600 degrees Fahrenheit.,"High Temp, Pokemon",1740,"Gluttony, High Temp, pansear",247 in stock
Simisear,£38.00,"When it gets excited, embers rise from its head and tail and it gets hot. For some reason, it loves sweets.","Ember, Pokemon",5199,"Ember, Gluttony, simisear",140 in stock
Panpour,£52.00,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.,"Pokemon, Spray",4106,"Gluttony, panpour, Spray",271 in stock
Simipour,£61.00,"It prefers places with clean water. When its tuft runs low, it replenishes it by siphoning up water with its tail.","Geyser, Pokemon",9367,"Geyser, Gluttony, simipour",101 in stock
Munna,£172.00,"It eats the dreams of people and Pokémon. When it eats a pleasant dream, it expels pink-colored mist.","Dream Eater, Pokemon",1674,"Dream Eater, munna, Synchronize",278 in stock
Musharna,£58.00,The dream mist coming from its forehead changes into many different colors depending on the dream that was eaten.,"Drowsing, Pokemon",1769,"Drowsing, musharna, Synchronize",98 in stock
Pidove,£172.00,These Pokémon live in cities. They are accustomed to people. Flocks often gather in parks and plazas.,"Pokemon, Tiny Pigeon",5830,"pidove, Super Luck, Tiny Pigeon",290 in stock
Tranquill,£199.00,"No matter where in the world it goes, it knows where its nest is, so it never gets separated from its Trainer.","Pokemon, Wild Pigeon",2552,"Super Luck, tranquill, Wild Pigeon",295 in stock
Unfezant,£135.00,Males have plumage on their heads. They will never let themselves feel close to anyone other than their Trainers.,"Pokemon, Proud",1545,"Proud, Super Luck, unfezant",51 in stock
Zebstrika,£138.00,"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates.","Pokemon, Thunderbolt",7777,"Lightning Rod, Thunderbolt, zebstrika",137 in stock
Roggenrola,£41.00,They were discovered a hundred years ago in an earthquake fissure. Inside each one is an energy core.,"Mantle, Pokemon",7561,"Mantle, roggenrola, Sturdy",96 in stock
Boldore,£76.00,"When it is healthy, its core sticks out. Always facing the same way, it swiftly moves front to back and left to right.","Ore, Pokemon",1970,"boldore, Ore, Sturdy",278 in stock
Gigalith,£67.00,Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.,"Compressed, Pokemon",7277,"Compressed, gigalith, Sturdy",18 in stock
Woobat,£27.00,The heart-shaped mark left on a body after a Woobat has been attached to it is said to bring good fortune.,"Bat, Pokemon",5333,"Bat, Unaware, woobat",289 in stock
Swoobat,£49.00,Anyone who comes into contact with the ultrasonic waves emitted by a courting male experiences a positive mood shift.,"Courting, Pokemon",6207,"Courting, swoobat, Unaware",109 in stock
Drilbur,£132.00,"By spinning its body, it can dig straight through the ground at a speed of 30 mph.","Mole, Pokemon",4925,"drilbur, Mole, Sand Rush",171 in stock
Excadrill,£36.00,"More than 300 feet below the surface, they build mazelike nests. Their activity can be destructive to subway tunnels.","Pokemon, Subterrene",7949,"excadrill, Sand Rush, Subterrene",49 in stock
Audino,£95.00,"It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling.","Hearing, Pokemon",5659,"audino, Healer, Hearing",109 in stock
Timburr,£194.00,"Always carrying squared logs, they help out with construction. As they grow, they carry bigger logs.","Muscular, Pokemon",2178,"Guts, Muscular, timburr",150 in stock
Gurdurr,£179.00,This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.,"Muscular, Pokemon",8012,"gurdurr, Guts, Muscular",105 in stock
Conkeldurr,£72.00,"Rather than rely on force, they master moves that utilize the centrifugal force of spinning concrete.","Muscular, Pokemon",3386,"conkeldurr, Guts, Muscular",251 in stock
Palpitoad,£117.00,"It lives in the water and on land. It uses its long, sticky tongue to immobilize its opponents.","Pokemon, Vibration",8017,"Hydration, palpitoad, Vibration",36 in stock
Seismitoad,£90.00,They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.,"Pokemon, Vibration",4146,"seismitoad, Swift Swim, Vibration",252 in stock
Throh,£43.00,"When it encounters a foe bigger than itself, it wants to throw it. It changes belts as it gets stronger.","Judo, Pokemon",3948,"Guts, Judo, throh",195 in stock
Sawk,£129.00,Tying their belts gets them pumped and makes their punches more destructive. Disturbing their training angers them.,"Karate, Pokemon",6499,"Inner Focus, Karate, sawk",95 in stock
Sewaddle,£40.00,"Since this Pokémon makes its own clothes out of leaves, it is a popular mascot for fashion designers.","Pokemon, Sewing",4022,"sewaddle, Sewing, Swarm",137 in stock
Swadloon,£107.00,"It protects itself from the cold by wrapping up in leaves. It stays on the move, eating leaves in forests.","Leaf-Wrapped, Pokemon",9505,"Chlorophyll, Leaf-Wrapped, swadloon",176 in stock
Leavanny,£130.00,It keeps its eggs warm with heat from fermenting leaves. It also uses leaves to make warm wrappings for Sewaddle.,"Nurturing, Pokemon",5048,"leavanny, Nurturing, Swarm",203 in stock
Venipede,£87.00,"Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it.","Centipede, Pokemon",4582,"Centipede, Swarm, venipede",243 in stock
Whirlipede,£84.00,"It is usually motionless, but when attacked, it rotates at high speed and then crashes into its opponent.","Curlipede, Pokemon",6342,"Curlipede, Swarm, whirlipede",170 in stock
Scolipede,£153.00,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails.","Megapede, Pokemon",7491,"Megapede, scolipede, Swarm",28 in stock
Cottonee,£77.00,"Perhaps because they feel more at ease in a group, they stick to others they find. They end up looking like a cloud.","Cotton Puff, Pokemon",3946,"Cotton Puff, cottonee, Prankster",139 in stock
Whimsicott,£26.00,"Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind.","Pokemon, Windveiled",6481,"Prankster, whimsicott, Windveiled",30 in stock
Petilil,£118.00,"Since they prefer moist, nutrient-rich soil, the areas where Petilil live are known to be good for growing plants.","Bulb, Pokemon",3773,"Bulb, Chlorophyll, petilil",109 in stock
Lilligant,£137.00,Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities.,"Flowering, Pokemon",4452,"Chlorophyll, Flowering, lilligant",209 in stock
Sandile,£136.00,They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping.,"Desert Croc, Pokemon",8011,"Desert Croc, Intimidate, sandile",235 in stock
Krokorok,£135.00,"The special membrane covering its eyes can sense the heat of objects, so it can see its surroundings even in darkness.","Desert Croc, Pokemon",3317,"Desert Croc, Intimidate, krokorok",168 in stock
